,location,size,total_sqft,bath,price
4956,Koramangala,4,2503.0,6.0,325.0
4957,Koramangala,3,1900.0,3.0,150.0
4958,Koramangala,2,1320.0,2.0,150.0
4959,Koramangala,2,1320.0,2.0,110.0
4960,Koramangala,4,5985.0,4.0,775.0
4961,Koramangala,4,2461.0,6.0,353.0
4962,Koramangala,3,1615.0,3.0,115.0
4963,Koramangala,3,2246.0,3.0,300.0
4964,Koramangala,3,1716.0,2.0,115.0
4965,Koramangala,3,1500.0,3.0,135.0
4966,Koramangala,2,1083.0,2.0,100.0
4967,Koramangala,3,1744.0,3.0,200.0
4968,Koramangala,2,1180.0,2.0,128.0
4969,Koramangala,2,1320.0,2.0,160.0
4970,Koramangala,4,5000.0,5.0,600.0
4971,Koramangala,2,1370.0,2.0,125.0
4972,Koramangala,2,1100.0,2.0,85.0
4973,Koramangala,2,1249.0,2.0,165.0
4974,Koramangala,2,1200.0,2.0,100.0
4975,Koramangala,3,1720.0,2.0,130.0
4976,Koramangala,3,1900.0,2.0,120.0
4977,Koramangala,3,2223.0,3.0,300.0
4978,Koramangala,3,1744.0,4.0,210.0
4979,Koramangala,3,1866.0,4.0,245.0
4980,Koramangala,2,1320.0,2.0,160.0
4981,Koramangala,2,1350.0,2.0,103.0
4982,Koramangala,4,6000.0,4.0,625.0
4983,Koramangala,3,1642.0,2.0,115.0
4984,Koramangala,2,1320.0,2.0,160.0
4985,Koramangala,3,1710.0,3.0,210.0
4986,Koramangala,2,1355.0,2.0,95.0
4987,Koramangala,3,1600.0,3.0,170.0
4988,Koramangala,2,1260.0,2.0,100.0
4989,Koramangala,3,1910.0,4.0,150.0
4990,Koramangala,3,1600.0,2.0,140.0
4991,Kothannur,2,1206.0,2.0,48.23
4992,Kothannur,3,1275.0,2.0,43.85
4993,Kothannur,2,1100.0,2.0,40.0
4994,Kothannur,2,1197.0,2.0,47.88
4995,Kothannur,2,1197.0,2.0,47.8
4996,Kothannur,2,1070.0,2.0,42.79
4997,Kothannur,3,1270.0,3.0,45.0
4998,Kothannur,3,1275.0,3.0,44.0
4999,Kothannur,2,1070.0,2.0,38.6
5000,Kothannur,3,1485.0,2.0,59.4
5001,Kothannur,3,1215.0,2.0,48.6
5002,Kothannur,3,1404.0,2.0,56.15
5003,Kothanur,2,1200.0,2.0,51.0
5004,Kothanur,3,2400.0,2.0,150.0
5005,Kothanur,3,1828.0,3.0,110.0
5006,Kothanur,2,1186.0,2.0,58.0
5007,Kothanur,3,1577.0,3.0,70.0
5008,Kothanur,3,1847.0,3.0,105.0
5009,Kothanur,3,1580.0,3.0,76.0
5010,Kothanur,5,9600.0,5.0,550.0
5011,Kothanur,3,1435.0,3.0,70.0
5012,Kothanur,2,1187.0,2.0,58.0
5013,Kothanur,3,1847.0,3.0,110.0
5014,Kothanur,3,1460.0,3.0,71.0
5015,Kothanur,2,1185.0,2.0,59.0
5016,Kothanur,3,1436.0,3.0,70.0
5017,Kothanur,3,1462.0,3.0,71.0
5018,Kothanur,3,1790.0,3.0,105.0
5019,Kothanur,3,1583.0,3.0,76.1
5020,Kothanur,2,1070.0,2.0,45.5
5021,Kothanur,3,1820.0,3.0,77.0
5022,Kothanur,2,1145.0,2.0,56.0
5023,Kothanur,4,3401.0,5.0,230.0
5024,Kothanur,2,1455.0,2.0,69.0
5025,Kothanur,1,627.0,1.0,30.0
5026,Kothanur,2,1302.0,2.0,68.5
5027,Kothanur,3,1760.0,3.0,111.0
5028,Kothanur,2,1185.0,2.0,58.0
5029,Kothanur,1,1500.0,1.0,75.0
5030,Kothanur,2,1075.0,2.0,53.0
5031,Kothanur,3,1790.0,3.0,97.0
5032,Kothanur,4,2700.0,4.0,175.0
5033,Kothanur,3,1786.0,2.0,106.0
5034,Kothanur,3,1787.0,3.0,107.0
5035,Kothanur,2,1141.0,2.0,54.0
5036,Kothanur,3,1760.0,3.0,110.0
5037,Kothanur,3,1365.0,3.0,66.0
5038,Kothanur,2,1160.0,2.0,57.0
5039,Kothanur,2,1095.0,2.0,55.0
5040,Kothanur,2,1142.0,2.0,56.0
5041,Kothanur,2,1074.0,2.0,54.0
5042,Kothanur,2,1285.0,2.0,60.0
5043,Kothanur,2,1075.0,2.0,53.0
5044,Kothanur,2,1140.0,2.0,56.0
5045,Kothanur,2,1400.0,2.0,70.0
5046,Kothanur,3,1581.0,3.0,76.0
5047,Kothanur,3,1385.0,3.0,67.0
5048,Kothanur,2,1140.0,2.0,56.0
5049,Kothanur,3,1787.0,3.0,120.0
5050,Kothanur,2,1185.0,2.0,59.0
5051,Kothanur,3,1581.0,3.0,76.0
5052,Kothanur,3,1790.0,3.0,105.0
5053,Kothanur,2,1130.0,2.0,55.0
5054,Kothanur,2,1094.0,2.0,54.0
5055,Kothanur,3,1170.0,3.0,80.0
5056,Kothanur,2,1400.0,2.0,65.0
5057,Kothanur,2,1195.0,2.0,59.0
5058,Kothanur,3,1790.0,3.0,120.0
5059,Kothanur,3,1454.0,3.0,71.5
5060,Kudlu,3,1535.0,3.0,83.0
5061,Kudlu,2,1152.0,2.0,53.5
5062,Kudlu,3,1535.0,3.0,85.0
5063,Kudlu,3,1535.0,3.0,78.0
5064,Kudlu,3,1535.0,3.0,86.0
5065,Kudlu,3,1564.0,2.0,92.0
5066,Kudlu,3,1364.0,2.0,46.38
5067,Kudlu,2,1238.0,2.0,55.0
5068,Kudlu,2,1027.0,2.0,43.0
5069,Kudlu,3,1445.0,3.0,64.0
5070,Kudlu,3,1707.0,2.0,99.745
5071,Kudlu,2,1092.0,2.0,44.0
5072,Kudlu,3,1335.0,3.0,89.0
5073,Kudlu,2,1027.0,2.0,43.0
5074,Kudlu,3,1535.0,3.0,86.0
5075,Kudlu,2,1092.0,2.0,44.0
5076,Kudlu,3,1532.0,3.0,83.0
5077,Kudlu,2,1143.0,2.0,55.0
5078,Kudlu,2,1113.0,2.0,50.0
5079,Kudlu,3,1465.0,2.0,49.81
5080,Kudlu,3,1455.0,2.0,60.0
5081,Kudlu,3,1293.0,2.0,85.0
5082,Kudlu,2,1185.0,2.0,50.0
5083,Kudlu,2,1024.0,2.0,44.0
5084,Kudlu,3,1664.0,3.0,68.0
5085,Kudlu,3,1656.0,3.0,80.0
5086,Kudlu,3,1570.0,2.0,65.94
5087,Kudlu,3,1600.0,3.0,79.0
5088,Kudlu,3,1656.0,3.0,75.0
5089,Kudlu,2,1027.0,2.0,42.0
5090,Kudlu,2,1215.0,2.0,45.0
5091,Kudlu,2,812.0,2.0,38.25
5092,Kudlu,2,1547.0,2.0,103.0
5093,Kudlu,2,1336.0,2.0,86.0
5094,Kudlu,3,1919.0,3.0,121.0
5095,Kudlu,2,1464.0,3.0,56.0
5096,Kudlu,2,1076.0,2.0,50.0
5097,Kudlu,3,1293.0,2.0,80.0
5098,Kudlu,3,1535.0,3.0,85.0
5099,Kudlu,2,1030.0,2.0,75.0
5100,Kudlu,2,1027.0,2.0,44.0
5101,Kudlu,3,1700.0,3.0,125.0
5102,Kudlu,3,1850.0,3.0,120.0
5103,Kudlu,2,1084.0,2.0,53.0
5104,Kudlu,2,1300.0,2.0,56.0
5105,Kudlu,2,1027.0,2.0,44.0
5106,Kudlu,2,1215.0,2.0,44.96
5107,Kudlu,2,1164.0,2.0,75.0
5108,Kudlu,3,1245.0,2.0,60.0
5109,Kudlu,4,3850.0,6.0,205.0
5110,Kudlu,2,1183.0,2.0,79.54
5111,Kudlu,3,1850.0,3.0,110.0
5112,Kudlu,2,1027.0,2.0,44.0
5113,Kudlu,2,1110.0,2.0,46.0
5114,Kudlu,4,2100.0,3.0,114.0
5115,Kudlu,2,1027.0,2.0,44.0
5116,Kudlu,1,720.0,1.0,33.0
5117,Kudlu,2,1027.0,2.0,44.0
5118,Kudlu,2,1162.0,2.0,52.0
5119,Kudlu,3,1320.0,2.0,50.0
5120,Kudlu,2,1183.0,2.0,79.54
5121,Kudlu,2,1200.0,2.0,44.4
5122,Kudlu,3,1432.0,2.0,61.11
5123,Kudlu,2,1310.0,2.0,53.0
5124,Kudlu,2,1041.0,2.0,53.0
5125,Kumaraswami,4,2000.0,4.0,139.0
5126,Kumaraswami,2,1000.0,2.0,48.5
5127,Kumaraswami,2,1000.0,2.0,58.0
5128,Kumaraswami,7,2400.0,7.0,125.0
5129,Kumaraswami,3,2400.0,2.0,125.0
5130,Kumaraswami,3,1310.0,2.0,70.0
5131,Kumaraswami,1,850.0,1.0,78.0
5132,Kumaraswami,7,3200.0,7.0,150.0
5133,Kumaraswami,3,1310.0,2.0,85.0
5134,Kumaraswami,4,2450.0,3.0,110.0
5135,Kumaraswami,7,3100.0,7.0,145.0
5136,Kumaraswami,3,1200.0,3.0,75.0
5137,Kumaraswami,2,1081.0,2.0,60.0
5138,Kundalahalli,3,1724.0,3.0,125.0
5139,Kundalahalli,2,1280.0,2.0,69.0
5140,Kundalahalli,2,1030.0,2.0,49.0
5141,Kundalahalli,2,735.0,2.0,57.99
5142,Kundalahalli,2,1047.0,2.0,82.0
5143,Kundalahalli,3,1397.0,3.0,105.0
5144,Kundalahalli,3,1724.0,3.0,127.0
5145,Kundalahalli,2,1010.0,2.0,49.27
5146,Kundalahalli,3,1397.0,3.0,110.0
5147,Kundalahalli,3,1397.0,3.0,104.0
5148,Kundalahalli,3,1397.0,3.0,108.0
5149,Kundalahalli,3,1920.0,3.0,150.0
5150,Kundalahalli,2,1505.0,2.0,90.0
5151,Kundalahalli,3,2600.0,3.0,140.0
5152,Kundalahalli,3,1397.0,3.0,105.0
5153,Kundalahalli,3,2065.0,3.0,130.0
5154,Kundalahalli,3,1800.0,3.0,80.0
5155,Kundalahalli,3,1724.0,3.0,124.0
5156,Kundalahalli,2,1047.0,2.0,84.0
5157,Kundalahalli,2,1047.0,2.0,83.0
5158,Kundalahalli,4,7000.0,4.0,550.0
5159,Kundalahalli,3,2075.0,3.0,115.0
5160,Kundalahalli,2,1120.0,2.0,53.76
5161,Kundalahalli,2,1047.0,2.0,82.62
5162,Kundalahalli,2,1047.0,2.0,91.0
5163,Kundalahalli,3,1724.0,3.0,146.0
5164,Kundalahalli,3,1800.0,3.0,95.0
5165,Kundalahalli,3,1600.0,3.0,170.0
5166,Kundalahalli,3,1496.0,2.0,78.0
5167,Kundalahalli,3,1724.0,3.0,125.0
5168,Kundalahalli,2,1010.0,2.0,48.27
5169,Kundalahalli,3,1477.0,2.0,75.0
5170,Kundalahalli,2,1047.0,2.0,89.0
5171,Kundalahalli,4,2500.0,5.0,245.0
5172,Kundalahalli,3,1397.0,3.0,105.0
5173,Kundalahalli,3,1800.0,3.0,110.0
5174,Kundalahalli,2,1047.0,2.0,72.0
5175,Kundalahalli,2,1260.0,2.0,58.0
5176,Kundalahalli,4,3092.0,4.0,230.0
5177,Kundalahalli,2,1065.0,2.0,70.0
5178,Kundalahalli,3,1724.0,3.0,146.0
5179,Kundalahalli,2,1047.0,2.0,91.0
5180,Kundalahalli,3,1724.0,3.0,128.0
5181,Kundalahalli,2,1315.0,2.0,74.0
5182,Kundalahalli,3,2100.0,3.0,150.0
5183,Kundalahalli,3,1724.0,3.0,125.0
5184,Kundalahalli,3,1724.0,3.0,140.0
5185,Kundalahalli,2,1175.0,2.0,65.0
5186,LB,3,1600.0,3.0,65.0
5187,LB,2,1043.0,2.0,55.0
5188,LB,2,1184.0,2.0,69.0
5189,LB,1,665.0,1.0,32.0
5190,LB,2,1250.0,2.0,48.5
5191,LB,3,1400.0,2.0,80.0
5192,LB,2,1184.0,2.0,62.0
5193,LB,2,1200.0,2.0,47.0
5194,LB,2,1200.0,2.0,75.0
5195,LB,2,1000.0,2.0,49.5
5196,Laggere,5,2800.0,5.0,125.0
5197,Laggere,3,1200.0,3.0,130.0
5198,Laggere,1,1200.0,1.0,125.0
5199,Laggere,2,1200.0,2.0,75.0
5200,Laggere,1,620.0,2.0,48.0
5201,Lakshminarayana,2,1185.0,2.0,75.0
5202,Lakshminarayana,3,1600.0,2.0,108.0
5203,Lakshminarayana,2,1180.0,2.0,75.0
5204,Lakshminarayana,2,1172.0,2.0,82.0
5205,Lakshminarayana,2,1179.0,2.0,75.0
5206,Lakshminarayana,2,1149.0,2.0,75.0
5207,Lakshminarayana,2,1336.0,2.0,100.0
5208,Lakshminarayana,2,1175.0,2.0,75.0
5209,Lakshminarayana,2,1190.0,2.0,75.0
5210,Lakshminarayana,2,1200.0,2.0,75.0
5211,Lakshminarayana,2,1200.0,2.0,75.0
5212,Lakshminarayana,2,1165.0,2.0,75.0
5213,Lakshminarayana,2,1145.0,2.0,75.0
5214,Lakshminarayana,3,1500.0,3.0,104.0
5215,Lakshminarayana,2,1210.0,2.0,75.0
5216,Lakshminarayana,2,1169.0,2.0,75.0
5217,Lakshminarayana,2,1200.0,2.0,75.0
5218,Lakshminarayana,2,1172.0,2.0,75.0
5219,Lakshminarayana,2,1172.0,2.0,75.0
5220,Lakshminarayana,2,1180.0,2.0,75.0
5221,Lakshminarayana,2,1200.0,2.0,83.0
5222,Lakshminarayana,2,1200.0,2.0,80.0
5223,Lakshminarayana,2,1195.0,2.0,75.0
5224,Lakshminarayana,2,1200.0,2.0,80.0
5225,Lingadheeranahalli,3,1521.0,3.0,95.0
5226,Lingadheeranahalli,3,1511.0,3.0,95.0
5227,Lingadheeranahalli,3,1683.0,3.0,109.0
5228,Lingadheeranahalli,3,1519.0,3.0,93.0
5229,Lingadheeranahalli,3,1521.0,3.0,94.99
5230,Lingadheeranahalli,3,1682.0,3.0,120.0
5231,Lingadheeranahalli,3,1521.0,3.0,94.71
5232,Lingadheeranahalli,3,1893.0,3.0,130.0
5233,Lingadheeranahalli,3,1705.0,3.0,110.0
5234,Lingadheeranahalli,4,2245.0,4.0,154.0
5235,Lingadheeranahalli,3,1682.0,3.0,113.0
5236,Lingadheeranahalli,3,1682.0,3.0,114.0
5237,Lingadheeranahalli,3,1506.0,3.0,95.0
5238,Lingadheeranahalli,3,1683.0,3.0,110.0
5239,Lingadheeranahalli,3,1684.0,3.0,120.0
5240,Lingadheeranahalli,4,2236.0,4.0,153.0
5241,Lingadheeranahalli,3,1894.0,4.0,114.0
5242,Lingadheeranahalli,4,2240.0,4.0,160.0
5243,Magadi,6,3600.0,6.0,141.0
5244,Magadi,2,1116.0,2.0,50.0
5245,Magadi,3,1282.0,2.0,49.0
5246,Magadi,2,884.0,2.0,41.1
5247,Magadi,2,1005.0,2.0,55.78
5248,Magadi,2,1000.0,2.0,46.5
5249,Magadi,4,1500.0,2.0,93.0
5250,Magadi,3,1322.0,2.0,58.82
5251,Magadi,2,1345.0,2.0,55.0
5252,Magadi,3,1191.0,2.0,55.38
5253,Magadi,5,5000.0,6.0,360.0
5254,Magadi,2,1116.0,2.0,51.89
5255,Magadi,3,1052.0,2.0,60.0
5256,Magadi,2,940.0,2.0,50.0
5257,Magadi,3,1318.0,2.0,68.0
5258,Magadi,3,1187.0,2.0,55.195
5259,Magadi,2,884.0,2.0,48.0
5260,Mahadevpura,3,1720.0,3.0,78.0
5261,Mahadevpura,2,1150.0,2.0,52.0
5262,Mahadevpura,2,1250.0,2.0,52.0
5263,Mahadevpura,2,1260.0,2.0,57.6
5264,Mahadevpura,1,730.0,1.0,35.0
5265,Mahadevpura,3,1434.0,2.0,67.39
5266,Mahadevpura,2,1146.0,2.0,53.8
5267,Mahadevpura,2,1532.0,2.0,62.0
5268,Mahadevpura,3,1620.0,2.0,76.0
5269,Mahadevpura,2,1136.0,2.0,64.5
5270,Mahadevpura,3,1400.0,2.0,65.8
5271,Mahadevpura,2,1137.0,2.0,53.4
5272,Mahadevpura,3,1601.0,3.0,95.0
5273,Mahadevpura,3,1450.0,3.0,75.0
5274,Mahadevpura,2,1152.0,2.0,54.0
5275,Mahadevpura,2,1212.0,2.0,56.9
5276,Mahadevpura,3,1505.0,3.0,64.0
5277,Mahadevpura,3,1505.0,3.0,78.0
5278,Mahadevpura,3,1500.0,2.0,70.0
5279,Mahadevpura,2,1236.0,2.0,58.0
5280,Mahadevpura,2,1236.0,2.0,58.0
5281,Mahadevpura,2,1120.0,2.0,53.0
5282,Mahalakshmi,4,1575.0,5.0,158.0
5283,Mahalakshmi,6,2400.0,6.0,408.0
5284,Mahalakshmi,2,1290.0,1.0,225.0
5285,Mahalakshmi,4,1500.0,5.0,233.0
5286,Mahalakshmi,6,3000.0,6.0,300.0
5287,Mahalakshmi,4,1200.0,3.0,160.0
5288,Mahalakshmi,5,1550.0,3.0,250.0
5289,Mahalakshmi,3,1200.0,2.0,110.0
5290,Mahalakshmi,3,1876.0,3.0,150.0
5291,Mallasandra,3,1665.0,3.0,95.0
5292,Mallasandra,3,1665.0,3.0,86.58
5293,Mallasandra,2,1340.0,2.0,61.0
5294,Mallasandra,2,1325.0,2.0,70.0
5295,Mallasandra,3,1665.0,3.0,86.91
5296,Mallasandra,2,1325.0,2.0,70.0
5297,Mallasandra,2,905.0,2.0,40.0
5298,Mallasandra,2,1325.0,2.0,65.0
5299,Mallasandra,2,1325.0,2.0,73.0
5300,Mallasandra,2,1565.0,2.0,69.0
5301,Mallasandra,2,905.0,2.0,35.0
5302,Mallasandra,3,1524.0,2.0,72.0
5303,Mallasandra,3,1100.0,2.0,76.3
5304,Malleshpalya,2,1140.0,2.0,46.5
5305,Malleshpalya,2,1225.0,2.0,46.86
5306,Malleshpalya,3,1785.0,3.0,75.0
5307,Malleshpalya,2,1052.0,2.0,50.0
5308,Malleshpalya,3,1405.0,2.0,77.0
5309,Malleshpalya,2,1065.0,2.0,50.0
5310,Malleshpalya,2,1210.0,2.0,55.0
5311,Malleshpalya,3,1900.0,3.0,60.0
5312,Malleshpalya,2,1060.0,2.0,40.0
5313,Malleshpalya,3,1430.0,2.0,69.5
5314,Malleshpalya,2,1421.0,2.0,90.0
5315,Malleshpalya,2,1245.0,2.0,55.0
5316,Malleshpalya,2,1200.0,2.0,46.0
5317,Malleshpalya,2,1225.0,2.0,52.0
5318,Malleshwaram,1,705.0,1.0,67.0
5319,Malleshwaram,7,12000.0,7.0,2200.0
5320,Malleshwaram,4,2500.0,5.0,325.0
5321,Malleshwaram,3,2006.0,3.0,297.0
5322,Malleshwaram,1,686.0,1.0,62.5
5323,Malleshwaram,3,2475.0,4.0,332.0
5324,Malleshwaram,3,2610.0,3.0,399.0
5325,Malleshwaram,3,2475.0,4.0,320.0
5326,Malleshwaram,2,900.0,2.0,95.0
5327,Malleshwaram,2,1420.0,2.0,158.0
5328,Malleshwaram,3,2000.0,3.0,250.0
5329,Malleshwaram,3,2215.0,3.0,275.0
5330,Malleshwaram,3,1600.0,3.0,160.0
5331,Malleshwaram,3,2475.0,4.0,300.0
5332,Malleshwaram,3,2345.0,2.0,293.0
5333,Malleshwaram,3,2600.0,3.0,237.0
5334,Malleshwaram,3,2215.0,4.0,310.0
5335,Malleshwaram,1,480.0,1.0,60.0
5336,Malleshwaram,2,1290.0,2.0,120.0
5337,Malleshwaram,3,2475.0,4.0,326.0
5338,Malleshwaram,3,2476.0,3.0,337.0
5339,Malleshwaram,2,900.0,2.0,90.0
5340,Malleshwaram,3,2250.0,3.0,200.0
5341,Malleshwaram,3,2050.0,4.0,270.0
5342,Malleshwaram,2,900.0,2.0,72.0
5343,Malleshwaram,1,620.0,1.0,86.8
5344,Malleshwaram,2,600.0,1.0,68.0
5345,Malleshwaram,3,2475.0,4.0,337.0
5346,Malleshwaram,3,2215.0,3.0,275.0
5347,Malleshwaram,3,2215.0,3.0,330.0
5348,Malleshwaram,4,2800.0,4.0,252.0
5349,Malleshwaram,2,1020.0,2.0,80.0
5350,Malleshwaram,2,600.0,1.0,90.0
5351,Malleshwaram,3,2200.0,3.0,275.0
5352,Malleshwaram,3,2475.0,4.0,326.0
5353,Malleshwaram,2,1500.0,2.0,140.0
5354,Malleshwaram,3,2475.0,4.0,340.0
5355,Malleshwaram,2,1400.0,2.0,190.0
5356,Malleshwaram,3,2475.0,4.0,300.0
5357,Malleshwaram,3,2400.0,3.0,380.0
5358,Malleshwaram,1,580.0,1.0,45.0
5359,Malleshwaram,2,1410.0,2.0,125.0
5360,Malleshwaram,4,2610.0,4.0,306.0
5361,Marathahalli,3,1310.0,3.0,63.25
5362,Marathahalli,2,1220.0,2.0,57.0
5363,Marathahalli,2,1200.0,2.0,52.0
5364,Marathahalli,2,1200.0,2.0,60.0
5365,Marathahalli,3,1933.0,3.0,140.0
5366,Marathahalli,2,950.0,2.0,46.96
5367,Marathahalli,2,1230.0,2.0,80.0
5368,Marathahalli,4,3800.0,4.0,250.0
5369,Marathahalli,2,1019.0,2.0,49.85
5370,Marathahalli,2,1215.0,2.0,67.0
5371,Marathahalli,4,2181.0,3.0,152.0
5372,Marathahalli,2,1170.0,2.0,53.0
5373,Marathahalli,2,1019.0,2.0,49.86
5374,Marathahalli,2,1325.0,2.0,71.55
5375,Marathahalli,2,1220.0,2.0,56.5
5376,Marathahalli,3,1575.0,3.0,78.0
5377,Marathahalli,2,1152.0,2.0,56.0
5378,Marathahalli,3,1610.0,3.0,90.0
5379,Marathahalli,2,1146.0,2.0,70.0
5380,Marathahalli,4,4000.0,5.0,212.0
5381,Marathahalli,3,1469.0,3.0,89.0
5382,Marathahalli,3,1530.0,3.0,74.5
5383,Marathahalli,3,1840.0,3.0,98.0
5384,Marathahalli,4,3951.0,4.0,220.0
5385,Marathahalli,3,1350.0,2.0,62.0
5386,Marathahalli,4,2519.0,5.0,185.0
5387,Marathahalli,3,1385.0,2.0,66.65
5388,Marathahalli,2,957.0,2.0,46.9
5389,Marathahalli,3,1583.0,3.0,105.0
5390,Marathahalli,4,2524.0,5.0,190.0
5391,Marathahalli,3,1350.0,3.0,72.0
5392,Marathahalli,4,4000.0,5.0,212.0
5393,Marathahalli,3,1535.0,3.0,72.5
5394,Marathahalli,2,1071.0,2.0,52.25
5395,Marathahalli,2,1215.0,2.0,58.86
5396,Marathahalli,2,1102.0,2.0,53.67
5397,Marathahalli,3,1900.0,3.0,123.0
5398,Marathahalli,2,1045.0,2.0,60.0
5399,Marathahalli,3,1305.0,2.0,69.0
5400,Marathahalli,2,1215.0,2.0,58.86
5401,Marathahalli,2,1365.0,2.0,73.0
5402,Marathahalli,4,3800.0,4.0,205.0
5403,Marathahalli,4,3895.0,4.0,220.0
5404,Marathahalli,3,1785.0,3.0,94.0
5405,Marathahalli,4,4000.0,4.0,220.0
5406,Marathahalli,2,1208.0,2.0,70.0
5407,Marathahalli,2,1325.0,1.0,92.0
5408,Marathahalli,3,1525.0,3.0,90.0
5409,Marathahalli,3,1937.0,3.0,140.0
5410,Marathahalli,3,1550.0,3.0,83.0
5411,Marathahalli,2,1350.0,2.0,86.0
5412,Marathahalli,2,957.0,2.0,47.0
5413,Marathahalli,4,4000.0,4.0,220.0
5414,Marathahalli,2,1230.0,2.0,57.0
5415,Marathahalli,2,1200.0,2.0,58.0
5416,Marathahalli,3,1650.0,3.0,86.45
5417,Marathahalli,1,607.0,1.0,35.0
5418,Marathahalli,3,1583.0,3.0,109.0
5419,Marathahalli,2,1075.0,2.0,52.43
5420,Marathahalli,2,1360.0,2.0,103.0
5421,Marathahalli,2,1220.0,2.0,58.5
5422,Marathahalli,2,950.0,2.0,45.68
5423,Marathahalli,1,615.0,1.0,44.0
5424,Marathahalli,3,1595.0,3.0,90.0
5425,Marathahalli,2,1350.0,2.0,89.0
5426,Marathahalli,2,1020.0,2.0,57.0
5427,Marathahalli,2,1600.0,3.0,88.0
5428,Marathahalli,1,780.0,1.0,55.0
5429,Marathahalli,3,1710.0,3.0,100.0
5430,Marathahalli,3,1530.0,3.0,73.5
5431,Marathahalli,2,1358.0,2.0,81.0
5432,Marathahalli,2,1205.0,2.0,75.0
5433,Marathahalli,3,1730.0,3.0,110.0
5434,Marathahalli,3,1583.0,3.0,115.0
5435,Marathahalli,2,1200.0,2.0,67.0
5436,Marathahalli,2,1095.0,2.0,60.0
5437,Marathahalli,2,1060.0,2.0,48.0
5438,Marathahalli,2,1050.0,2.0,65.0
5439,Marathahalli,2,1102.0,2.0,53.67
5440,Marathahalli,2,1026.0,2.0,49.95
5441,Marathahalli,4,3940.0,4.0,220.0
5442,Marathahalli,3,1435.0,3.0,73.0
5443,Marathahalli,2,1220.0,2.0,59.0
5444,Marathahalli,2,881.0,2.0,48.06
5445,Marathahalli,3,1130.0,2.0,58.0
5446,Marathahalli,3,1710.0,3.0,100.0
5447,Marathahalli,3,1680.0,3.0,105.0
5448,Marathahalli,3,1910.0,3.0,119.0
5449,Marathahalli,2,1602.0,2.0,104.0
5450,Marathahalli,1,700.0,1.0,38.0
5451,Marathahalli,3,1469.0,3.0,89.0
5452,Marathahalli,3,1385.0,2.0,68.5
5453,Marathahalli,3,1690.0,3.0,116.0
5454,Marathahalli,2,1065.0,2.0,55.0
5455,Marathahalli,3,1693.0,3.0,125.0
5456,Marathahalli,3,1693.0,3.0,125.0
5457,Marathahalli,2,1196.0,2.0,57.9
5458,Marathahalli,3,1595.0,3.0,88.0
5459,Marathahalli,3,2122.0,3.0,125.0
5460,Marathahalli,3,1730.0,3.0,115.0
5461,Marathahalli,4,4000.0,4.0,200.0
5462,Marathahalli,3,1200.0,2.0,58.17
5463,Marathahalli,2,1125.0,2.0,55.0
5464,Marathahalli,3,1950.0,3.0,115.0
5465,Marathahalli,2,1250.0,2.0,68.0
5466,Marathahalli,2,1125.0,2.0,56.8
5467,Marathahalli,2,1350.0,2.0,90.0
5468,Marathahalli,2,1200.0,2.0,53.0
5469,Marathahalli,4,2500.0,5.0,175.0
5470,Marathahalli,2,957.0,2.0,47.0
5471,Marathahalli,4,3855.0,4.0,220.0
5472,Marathahalli,3,1605.0,3.0,76.0
5473,Marathahalli,2,1350.0,2.0,60.0
5474,Marathahalli,4,3400.0,4.0,235.0
5475,Marathahalli,2,1350.0,2.0,99.0
5476,Marathahalli,3,1310.0,3.0,63.22
5477,Marathahalli,2,1285.0,2.0,55.0
5478,Marathahalli,4,2500.0,5.0,181.0
5479,Marathahalli,4,3800.0,4.0,235.0
5480,Marathahalli,4,3951.0,4.0,230.0
5481,Marathahalli,2,1125.0,2.0,54.8
5482,Marathahalli,3,1700.0,3.0,126.0
5483,Marathahalli,3,1315.0,2.0,60.0
5484,Marathahalli,2,1270.0,2.0,73.0
5485,Marathahalli,3,1530.0,3.0,71.0
5486,Marathahalli,2,950.0,2.0,46.7
5487,Marathahalli,3,1550.0,3.0,85.0
5488,Marathahalli,2,1019.0,2.0,49.86
5489,Marathahalli,2,1144.0,2.0,65.0
5490,Marathahalli,2,1240.0,2.0,55.0
5491,Marathahalli,1,1100.0,2.0,75.0
5492,Marathahalli,2,1156.0,2.0,52.0
5493,Marathahalli,4,2524.0,5.0,180.0
5494,Marathahalli,2,1135.0,2.0,60.0
5495,Marathahalli,3,1839.0,3.0,130.0
5496,Marathahalli,2,1170.0,2.0,85.0
5497,Marathahalli,2,1102.0,2.0,53.67
5498,Marathahalli,3,1108.0,2.0,60.0
5499,Marathahalli,3,1449.0,3.0,110.0
5500,Marathahalli,2,1360.0,2.0,101.0
5501,Marathahalli,2,1026.0,2.0,50.18
5502,Marathahalli,3,1800.0,3.0,95.0
5503,Marathahalli,3,1650.0,3.0,85.0
5504,Marathahalli,2,1270.0,2.0,80.0
5505,Marathahalli,2,1100.0,2.0,50.0
5506,Marathahalli,2,1196.0,2.0,57.95
5507,Marathahalli,3,1310.0,3.0,63.25
5508,Marathahalli,3,1485.0,2.0,90.0
5509,Marathahalli,2,1146.0,2.0,69.0
5510,Margondanahalli,2,1090.0,2.0,58.0
5511,Margondanahalli,2,1200.0,2.0,58.5
5512,Margondanahalli,2,1200.0,2.0,67.0
5513,Margondanahalli,3,1200.0,2.0,65.0
5514,Margondanahalli,2,1000.0,2.0,57.0
